,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
35,0.996,0.008,0.113,0.011,0.257,0.993,0.007,0.01,0.0,0.01,0.0,0.438,0.842,0.6,0.005,0.003,0.745,0.002,0.796,0.133,0.01,0.0,0.006,0.0,0.883,0.948,0.986,0.004,0.013,0.3,0.006,0.0,0.01,0.32,0.015,1.0,0.009,0.561,0.006,0.051,0.489,0.092,0.0,0.0,0.625,0.0,0.661,0.0,0.001,0.001
36,0.009,0.14,0.026,0.995,0.0,0.003,0.967,0.949,0.183,0.604,0.308,0.0,0.006,0.004,0.894,0.737,0.001,0.766,0.006,0.015,0.814,0.208,0.997,0.142,0.004,0.003,0.01,0.211,0.857,0.002,0.401,0.274,0.633,0.0,0.728,0.009,1.0,0.001,0.435,0.067,0.001,0.042,0.117,0.221,0.004,0.073,0.001,0.145,0.401,0.042
37,0.619,0.291,0.654,0.002,0.047,0.496,0.001,0.002,0.0,0.003,0.0,0.985,0.881,0.105,0.002,0.003,0.212,0.001,0.926,0.703,0.0,0.0,0.003,0.0,0.253,0.729,0.477,0.19,0.001,0.876,0.054,0.109,0.002,0.921,0.001,0.561,0.001,1.0,0.038,0.46,0.994,0.602,0.0,0.129,0.996,0.0,0.156,0.0,0.007,0.0
38,0.006,0.745,0.378,0.549,0.003,0.008,0.321,0.284,0.022,0.96,0.046,0.075,0.0,0.005,0.248,0.133,0.003,0.177,0.004,0.338,0.807,0.026,0.46,0.015,0.005,0.001,0.005,0.868,0.754,0.177,0.994,0.927,0.947,0.163,0.879,0.006,0.435,0.038,1.0,0.579,0.069,0.437,0.01,0.907,0.025,0.01,0.005,0.011,0.053,0.007
39,0.055,0.963,0.959,0.077,0.006,0.043,0.052,0.037,0.003,0.421,0.003,0.596,0.187,0.009,0.022,0.016,0.003,0.012,0.234,0.923,0.229,0.003,0.074,0.001,0.009,0.106,0.03,0.892,0.216,0.747,0.622,0.806,0.356,0.701,0.328,0.051,0.067,0.46,0.579,1.0,0.528,0.98,0.0,0.862,0.418,0.001,0.006,0.002,0.005,0.0
40,0.555,0.322,0.709,0.001,0.046,0.452,0.001,0.001,0.002,0.016,0.002,0.999,0.837,0.094,0.001,0.002,0.138,0.002,0.877,0.751,0.001,0.002,0.001,0.003,0.243,0.668,0.385,0.246,0.0,0.914,0.071,0.166,0.004,0.947,0.004,0.489,0.001,0.994,0.069,0.528,1.0,0.646,0.003,0.172,0.975,0.0,0.106,0.001,0.003,0.0
41,0.125,0.889,0.998,0.056,0.014,0.08,0.024,0.028,0.0,0.31,0.003,0.719,0.301,0.01,0.017,0.011,0.02,0.015,0.32,0.98,0.138,0.002,0.041,0.001,0.022,0.171,0.062,0.81,0.127,0.894,0.481,0.697,0.242,0.829,0.19,0.092,0.042,0.602,0.437,0.98,0.646,1.0,0.001,0.743,0.512,0.0,0.006,0.0,0.003,0.002
42,0.001,0.004,0.002,0.087,0.0,0.0,0.161,0.193,0.967,0.016,0.844,0.001,0.0,0.0,0.245,0.42,0.0,0.355,0.0,0.002,0.038,0.932,0.117,0.983,0.002,0.0,0.001,0.003,0.044,0.0,0.008,0.01,0.032,0.003,0.03,0.0,0.117,0.0,0.01,0.0,0.003,0.001,1.0,0.005,0.0,0.973,0.002,0.995,0.766,0.954
43,0.0,0.963,0.668,0.286,0.003,0.0,0.151,0.126,0.008,0.792,0.021,0.222,0.029,0.002,0.107,0.062,0.001,0.075,0.043,0.583,0.568,0.009,0.25,0.006,0.004,0.005,0.0,0.995,0.484,0.412,0.934,0.997,0.72,0.365,0.621,0.0,0.221,0.129,0.907,0.862,0.172,0.743,0.005,1.0,0.124,0.002,0.002,0.009,0.02,0.002
44,0.697,0.255,0.595,0.004,0.047,0.546,0.004,0.001,0.001,0.003,0.001,0.958,0.926,0.147,0.004,0.003,0.219,0.003,0.96,0.624,0.004,0.001,0.005,0.002,0.341,0.768,0.487,0.165,0.001,0.84,0.037,0.086,0.004,0.881,0.0,0.625,0.004,0.996,0.025,0.418,0.975,0.512,0.0,0.124,1.0,0.0,0.177,0.0,0.002,0.0
45,0.002,0.002,0.0,0.064,0.0,0.001,0.1,0.151,0.861,0.015,0.688,0.0,0.0,0.0,0.176,0.292,0.001,0.246,0.0,0.001,0.029,0.833,0.052,0.897,0.0,0.0,0.0,0.002,0.031,0.0,0.006,0.001,0.017,0.0,0.017,0.0,0.073,0.0,0.01,0.001,0.0,0.0,0.973,0.002,0.0,1.0,0.001,0.919,0.583,0.995
46,0.591,0.003,0.013,0.004,0.763,0.703,0.0,0.001,0.002,0.002,0.002,0.099,0.332,0.997,0.0,0.0,0.981,0.0,0.267,0.019,0.002,0.003,0.001,0.002,0.905,0.484,0.755,0.005,0.001,0.048,0.0,0.003,0.002,0.061,0.002,0.661,0.001,0.156,0.005,0.006,0.106,0.006,0.002,0.002,0.177,0.001,1.0,0.001,0.001,0.001
47,0.0,0.002,0.001,0.09,0.0,0.0,0.191,0.237,0.982,0.019,0.855,0.001,0.0,0.001,0.245,0.471,0.0,0.398,0.001,0.003,0.037,0.961,0.122,0.994,0.001,0.0,0.0,0.008,0.055,0.0,0.014,0.004,0.023,0.002,0.036,0.0,0.145,0.0,0.011,0.002,0.001,0.0,0.995,0.009,0.0,0.919,0.001,1.0,0.768,0.916
48,0.0,0.007,0.004,0.29,0.0,0.0,0.493,0.592,0.873,0.061,0.987,0.001,0.002,0.003,0.639,0.857,0.0,0.795,0.002,0.002,0.167,0.924,0.382,0.831,0.0,0.0,0.0,0.021,0.186,0.003,0.05,0.026,0.091,0.001,0.116,0.001,0.401,0.007,0.053,0.005,0.003,0.003,0.766,0.02,0.002,0.583,0.001,0.768,1.0,0.514
49,0.001,0.001,0.001,0.048,0.0,0.003,0.103,0.098,0.824,0.011,0.654,0.0,0.002,0.001,0.134,0.23,0.0,0.242,0.0,0.0,0.026,0.802,0.067,0.866,0.003,0.004,0.001,0.004,0.034,0.001,0.006,0.003,0.017,0.0,0.017,0.001,0.042,0.0,0.007,0.0,0.0,0.002,0.954,0.002,0.0,0.995,0.001,0.916,0.514,1.0
